source,psq_entity_key,id,name,vat_number,kvk_number,country,last_trx_date,activity_detail_status,merchant_activity_status,type_of_activity,contracting_method,legal_form,mcc,vintage_date,contract_status,active_contracts,contract_category_descriptions
Way4,Way4:2001224443-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001224443-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Nova Pharmacy 00400,VAT800000399,70000399,GB,2026-03-14,Inactive >12 months,Active,CNP,NF2F,,4121,,Cancelled,,Public sector
PASS,PASS:2001288697-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001288697-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Lumen Services 00401,VAT800000400,70000400,AT,2026-03-19,Never transacted,Inactive,CP+CNP,F2F+NF2F,,4900,,ActiveBO,,Mobility services
Way4,Way4:2001308922-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001308922-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Northstar Market 00402,VAT800000401,70000401,NL,2026-03-24,Active in last 12 months,Active,CP,F2F,,5411,,Entered,,Retail payments
PASS,PASS:2001418868-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001418868-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Blue Harbor Cafe 00403,VAT800000402,70000402,BE,2026-03-29,Inactive >12 months,Inactive,CNP,NF2F,,5812,,Terminated,,Hospitality terminals
Way4,Way4:2002701135-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002701135-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Atlas Mobility 00404,VAT800000403,70000403,FR,2026-04-03,Never transacted,Active,CP+CNP,F2F+NF2F,,5999,,Active,,Digital commerce
PASS,PASS:2002701160-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002701160-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Greenline Retail 00405,VAT800000404,70000404,LU,2026-04-08,Active in last 12 months,Inactive,CP,F2F,,5732,,Cancelled,,Travel services
Way4,Way4:2001192843-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001192843-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Pixel Commerce 00406,VAT800000405,70000405,ES,2026-04-13,Inactive >12 months,Active,CNP,NF2F,,7011,,ActiveBO,,Public sector
PASS,PASS:2001387849-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001387849-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Urban Travel Hub 00407,VAT800000406,70000406,DE,2026-04-18,Never transacted,Inactive,CP+CNP,F2F+NF2F,,7999,,Entered,,Mobility services
Way4,Way4:2001616686-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001616686-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Nova Pharmacy 00408,VAT800000407,70000407,GB,2026-04-23,Active in last 12 months,Active,CP,F2F,,4121,,Terminated,,Retail payments
PASS,PASS:2001522614-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001522614-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Lumen Services 00409,VAT800000408,70000408,AT,2026-04-28,Inactive >12 months,Inactive,CNP,NF2F,,4900,,Active,,Hospitality terminals
Way4,Way4:2001678231-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001678231-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Northstar Market 00410,VAT800000409,70000409,NL,2026-05-03,Never transacted,Active,CP+CNP,F2F+NF2F,,5411,,Cancelled,,Digital commerce
PASS,PASS:2002519552-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002519552-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Blue Harbor Cafe 00411,VAT800000410,70000410,BE,2026-05-08,Active in last 12 months,Inactive,CP,F2F,,5812,,ActiveBO,,Travel services
Way4,Way4:2002540101-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002540101-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Atlas Mobility 00412,VAT800000411,70000411,FR,2026-05-13,Inactive >12 months,Active,CNP,NF2F,,5999,,Entered,,Public sector
PASS,PASS:2002574103-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002574103-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Greenline Retail 00413,VAT800000412,70000412,LU,2026-05-18,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5732,,Terminated,,Mobility services
Way4,Way4:2001228473-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001228473-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Pixel Commerce 00414,VAT800000413,70000413,ES,2026-05-23,Active in last 12 months,Active,CP,F2F,,7011,,Active,,Retail payments
PASS,PASS:2001233337-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001233337-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Urban Travel Hub 00415,VAT800000414,70000414,DE,2026-05-28,Inactive >12 months,Inactive,CNP,NF2F,,7999,,Cancelled,,Hospitality terminals
Way4,Way4:2001237405-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001237405-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Nova Pharmacy 00416,VAT800000415,70000415,GB,2026-06-02,Never transacted,Active,CP+CNP,F2F+NF2F,,4121,,ActiveBO,,Digital commerce
PASS,PASS:2001275099-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001275099-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Lumen Services 00417,VAT800000416,70000416,AT,2025-01-03,Active in last 12 months,Inactive,CP,F2F,,4900,,Entered,,Travel services
Way4,Way4:2001572379-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001572379-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Northstar Market 00418,VAT800000417,70000417,NL,2025-01-08,Inactive >12 months,Active,CNP,NF2F,,5411,,Terminated,,Public sector
PASS,PASS:2001399049-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001399049-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Blue Harbor Cafe 00419,VAT800000418,70000418,BE,2025-01-13,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5812,,Active,,Mobility services
Way4,Way4:2001512678-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001512678-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Atlas Mobility 00420,VAT800000419,70000419,FR,2025-01-18,Active in last 12 months,Active,CP,F2F,,5999,,Cancelled,,Retail payments
PASS,PASS:2001358873-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001358873-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Greenline Retail 00421,VAT800000420,70000420,LU,2025-01-23,Inactive >12 months,Inactive,CNP,NF2F,,5732,,ActiveBO,,Hospitality terminals
Way4,Way4:2000725767-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2000725767-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Pixel Commerce 00422,VAT800000421,70000421,ES,2025-01-28,Never transacted,Active,CP+CNP,F2F+NF2F,,7011,,Entered,,Digital commerce
PASS,PASS:2001010419-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001010419-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Urban Travel Hub 00423,VAT800000422,70000422,DE,2025-02-02,Active in last 12 months,Inactive,CP,F2F,,7999,,Terminated,,Travel services
Way4,Way4:2002522413-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002522413-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Nova Pharmacy 00424,VAT800000423,70000423,GB,2025-02-07,Inactive >12 months,Active,CNP,NF2F,,4121,,Active,,Public sector
PASS,PASS:2002544077-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002544077-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Lumen Services 00425,VAT800000424,70000424,AT,2025-02-12,Never transacted,Inactive,CP+CNP,F2F+NF2F,,4900,,Cancelled,,Mobility services
Way4,Way4:2002600279-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002600279-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Northstar Market 00426,VAT800000425,70000425,NL,2025-02-17,Active in last 12 months,Active,CP,F2F,,5411,,ActiveBO,,Retail payments
PASS,PASS:2002607656-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002607656-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Blue Harbor Cafe 00427,VAT800000426,70000426,BE,2025-02-22,Inactive >12 months,Inactive,CNP,NF2F,,5812,,Entered,,Hospitality terminals
Way4,Way4:2001550286-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001550286-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Atlas Mobility 00428,VAT800000427,70000427,FR,2025-02-27,Never transacted,Active,CP+CNP,F2F+NF2F,,5999,,Terminated,,Digital commerce
PASS,PASS:2001293917-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001293917-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Greenline Retail 00429,VAT800000428,70000428,LU,2025-03-04,Active in last 12 months,Inactive,CP,F2F,,5732,,Active,,Travel services
Way4,Way4:2001611285-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001611285-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Pixel Commerce 00430,VAT800000429,70000429,ES,2025-03-09,Inactive >12 months,Active,CNP,NF2F,,7011,,Cancelled,,Public sector
PASS,PASS:2001476108-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001476108-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Urban Travel Hub 00431,VAT800000430,70000430,DE,2025-03-14,Never transacted,Inactive,CP+CNP,F2F+NF2F,,7999,,ActiveBO,,Mobility services
Way4,Way4:2001494289-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001494289-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Nova Pharmacy 00432,VAT800000431,70000431,GB,2025-03-19,Active in last 12 months,Active,CP,F2F,,4121,,Entered,,Retail payments
PASS,PASS:2001360835-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001360835-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Lumen Services 00433,VAT800000432,70000432,AT,2025-03-24,Inactive >12 months,Inactive,CNP,NF2F,,4900,,Terminated,,Hospitality terminals
Way4,Way4:2000833292-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2000833292-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Northstar Market 00434,VAT800000433,70000433,NL,2025-03-29,Never transacted,Active,CP+CNP,F2F+NF2F,,5411,,Active,,Digital commerce
PASS,PASS:2002579547-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002579547-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Blue Harbor Cafe 00435,VAT800000434,70000434,BE,2025-04-03,Active in last 12 months,Inactive,CP,F2F,,5812,,Cancelled,,Travel services
Way4,Way4:2002610754-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002610754-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Atlas Mobility 00436,VAT800000435,70000435,FR,2025-04-08,Inactive >12 months,Active,CNP,NF2F,,5999,,ActiveBO,,Public sector
PASS,PASS:2002700943-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002700943-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Greenline Retail 00437,VAT800000436,70000436,LU,2025-04-13,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5732,,Entered,,Mobility services
Way4,Way4:2001544987-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001544987-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Pixel Commerce 00438,VAT800000437,70000437,ES,2025-04-18,Active in last 12 months,Active,CP,F2F,,7011,,Terminated,,Retail payments
PASS,PASS:2001177844-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001177844-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Urban Travel Hub 00439,VAT800000438,70000438,DE,2025-04-23,Inactive >12 months,Inactive,CNP,NF2F,,7999,,Active,,Hospitality terminals
Way4,Way4:2001303505-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001303505-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Nova Pharmacy 00440,VAT800000439,70000439,GB,2025-04-28,Never transacted,Active,CP+CNP,F2F+NF2F,,4121,,Cancelled,,Digital commerce
PASS,PASS:2001575661-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001575661-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Lumen Services 00441,VAT800000440,70000440,AT,2025-05-03,Active in last 12 months,Inactive,CP,F2F,,4900,,ActiveBO,,Travel services
Way4,Way4:2001676212-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001676212-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Northstar Market 00442,VAT800000441,70000441,NL,2025-05-08,Inactive >12 months,Active,CNP,NF2F,,5411,,Entered,,Public sector
PASS,PASS:2000214711-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2000214711-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Blue Harbor Cafe 00443,VAT800000442,70000442,BE,2025-05-13,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5812,,Terminated,,Mobility services
Way4,Way4:2000688713-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2000688713-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Atlas Mobility 00444,VAT800000443,70000443,FR,2025-05-18,Active in last 12 months,Active,CP,F2F,,5999,,Active,,Retail payments
PASS,PASS:2001240406-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001240406-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Greenline Retail 00445,VAT800000444,70000444,LU,2025-05-23,Inactive >12 months,Inactive,CNP,NF2F,,5732,,Cancelled,,Hospitality terminals
Way4,Way4:2001476868-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001476868-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Pixel Commerce 00446,VAT800000445,70000445,ES,2025-05-28,Never transacted,Active,CP+CNP,F2F+NF2F,,7011,,ActiveBO,,Digital commerce
PASS,PASS:2000223702-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2000223702-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Urban Travel Hub 00447,VAT800000446,70000446,DE,2025-06-02,Active in last 12 months,Inactive,CP,F2F,,7999,,Entered,,Travel services
Way4,Way4:2002562741-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002562741-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Nova Pharmacy 00448,VAT800000447,70000447,GB,2025-06-07,Inactive >12 months,Active,CNP,NF2F,,4121,,Terminated,,Public sector
PASS,PASS:2002574545-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002574545-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Lumen Services 00449,VAT800000448,70000448,AT,2025-06-12,Never transacted,Inactive,CP+CNP,F2F+NF2F,,4900,,Active,,Mobility services
Way4,Way4:2002616442-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002616442-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Northstar Market 00450,VAT800000449,70000449,NL,2025-06-17,Active in last 12 months,Active,CP,F2F,,5411,,Cancelled,,Retail payments
PASS,PASS:2002701201-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002701201-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Blue Harbor Cafe 00451,VAT800000450,70000450,BE,2025-06-22,Inactive >12 months,Inactive,CNP,NF2F,,5812,,ActiveBO,,Hospitality terminals
Way4,Way4:2001626657-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001626657-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Atlas Mobility 00452,VAT800000451,70000451,FR,2025-06-27,Never transacted,Active,CP+CNP,F2F+NF2F,,5999,,Entered,,Digital commerce
PASS,PASS:2001466919-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001466919-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Greenline Retail 00453,VAT800000452,70000452,LU,2025-07-02,Active in last 12 months,Inactive,CP,F2F,,5732,,Terminated,,Travel services
Way4,Way4:2001331967-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001331967-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Pixel Commerce 00454,VAT800000453,70000453,ES,2025-07-07,Inactive >12 months,Active,CNP,NF2F,,7011,,Active,,Public sector
PASS,PASS:2002511845-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002511845-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Urban Travel Hub 00455,VAT800000454,70000454,DE,2025-07-12,Never transacted,Inactive,CP+CNP,F2F+NF2F,,7999,,Cancelled,,Mobility services
Way4,Way4:2002596891-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002596891-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Nova Pharmacy 00456,VAT800000455,70000455,GB,2025-07-17,Active in last 12 months,Active,CP,F2F,,4121,,ActiveBO,,Retail payments
PASS,PASS:2002700135-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2002700135-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Lumen Services 00457,VAT800000456,70000456,AT,2025-07-22,Inactive >12 months,Inactive,CNP,NF2F,,4900,,Entered,,Hospitality terminals
Way4,Way4:2001147392-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001147392-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Northstar Market 00458,VAT800000457,70000457,NL,2025-07-27,Never transacted,Active,CP+CNP,F2F+NF2F,,5411,,Terminated,,Digital commerce
PASS,PASS:2001541937-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001541937-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Blue Harbor Cafe 00459,VAT800000458,70000458,BE,2025-08-01,Active in last 12 months,Inactive,CP,F2F,,5812,,Active,,Travel services
Way4,Way4:2001218702-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001218702-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Atlas Mobility 00460,VAT800000459,70000459,FR,2025-08-06,Inactive >12 months,Active,CNP,NF2F,,5999,,Cancelled,,Public sector
PASS,PASS:2001586647-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001586647-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Greenline Retail 00461,VAT800000460,70000460,LU,2025-08-11,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5732,,ActiveBO,,Mobility services
Way4,Way4:2001670095-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001670095-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Pixel Commerce 00462,VAT800000461,70000461,ES,2025-08-16,Active in last 12 months,Active,CP,F2F,,7011,,Entered,,Retail payments
PASS,PASS:2001602928-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2001602928-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Urban Travel Hub 00463,VAT800000462,70000462,DE,2025-08-21,Inactive >12 months,Inactive,CNP,NF2F,,7999,,Terminated,,Hospitality terminals
Way4,Way4:2000250599-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,2000250599-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B02,Nova Pharmacy 00464,VAT800000463,70000463,GB,2025-08-26,Never transacted,Active,CP+CNP,F2F+NF2F,,4121,,Active,,Digital commerce
